OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
2325,191904957,2019/05/02 23:00:00+00,750,3,Slight,O,Overtaking,4,2,0,0,0,0,0,"V3 TRAV S.E. ON KINGS WESTON LANE, AHEAD OF V2 AND V1. V4 OVERTOOK ALL THREE THEN IMMEDIATELY PULLED ACROSS THE PATH OF V3, WHICH HAD TO BRAKE ABRUPTLY. V1 COLL/W REAR OF V2. V2 WAS PROPELLED FWDS INTO V3. D4 MADE OFF AND F.T.S.",353180,179023,CARS
2326,191904964,2019/07/03 23:00:00+00,842,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,1,0,"V1, TRAV S.W. ON SHALDON RD, MADE L.H. TURN INTO REAR ACCESS LANE AND COLLIDED WITH V2(CHILD PCYC)/CAS1, S.W.BOUND, RIDING ALONG FOOTWAY. (V2 POSSIBLY ALSO TURNING LEFT INTO REAR ACCESS LANE)",360208,175793,CYC
2327,191904971,2019/07/01 23:00:00+00,2240,2,Serious,A,Adult pedestrian,1,3,1,0,1,0,0,"V1(MCYC)/CAS1&2 TRAV EAST ON BOND STREET AND PASSING THROUGH GREEN A.T.S. WHEN CAS3(PED) STEPPED OUT ONTO THE CROSSING, INTO THE PATH OF AND COLL/W PASSING V1. V1 CARRYING PILLION PSSNGR. (POOR ACC. DESCRIPTION; NO OTHER DETS.)",359307,173547,A
2328,191905009,2019/04/11 23:00:00+00,2300,3,Slight,J,Turning movement ¿ unidentified priority,3,3,0,0,0,0,0,"V1 TRAV S.W. ON WEST STREET IN LANE 2/2 WHEN V2, TRAV ALONGSIDE IN LANE 1/2, VEERED ACROSS ITS PATH AND COLL/W IT. V1 WAS DEFLECTED AND COLL/W V3, PARKED AT OFFSIDE KERB, THEN V1 OVERTURNED. D2 INTOXICATED.",359945,173278,CARS
2329,191905255,2019/09/01 23:00:00+00,1315,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,MV1 TRAV S ON A4 PORTWAY WHEN IT ITS WING MIRROR COLLIDED INTO THE PATH OF CAS1(PED). CAS1 WAS UNLOADING MV(HVC) AT THE TIME OF INCIDENT. MV1 F.T.S AND MADE OFF.,353544,176649,A
2330,191905276,2019/09/02 23:00:00+00,1830,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1WAS TRAV NW ON LODGE CAUSWAY WHEN V2, TAILING BEHIND COLLIDED WITH ITS REAR. CAS1 SUSTAINED INJURIES. V1 F.T.S AND MADE OFF.",363511,175040,CARS
2331,191905295,2019/08/26 23:00:00+00,1500,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger ¿ no collis,1,1,0,0,0,0,1,V1(PSV) COLLIDED WITH A TRAFFIC BOLLARD AND CAS1(STANDING PASSENGER) FELL OVER ONTO FELLOW PASSENGER. (V.POOR ACC DESCRIPTION AND LOCATION NOT PROVIDED),358772,172560,CARS
2332,191905299,2019/09/04 23:00:00+00,825,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV NORTH ON RAVENHILL RD AND TRAVERSING R-A-B WHEN V2, N.E.BOUND, ENTERED THE RDABT INTO THE PATH OF AND COLLIDED WITH V1. DRIVER THEN MADE OFF AND F.T.S.",359671,171460,CYC
2333,191905301,2019/09/04 23:00:00+00,818,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,MV2 TRAV S ON HARTCLIFFE WAY WHEN IT COLLIDED WITH OFFISDE OF MV1. MV1 THEN MOUNTED KERB. MV2 F.T.S AND MADE OFF. (DUBIOUS ACC DESCRIPTION).,358745,168381,CARS
2334,191905656,2019/09/21 23:00:00+00,1415,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 (CAS1) (CYCLE) TRAV NE ON SEVIER ST V2 HAS O/TAKEN FROM BEHIND HAS MOVED OVER TO THE LEFT. V2 HAS STRUCK V1. POOR COLLISION DETAILS,359938,174597,CYC
2335,191905682,2019/09/19 23:00:00+00,1500,3,Slight,NT,Nose to Tail,3,1,0,0,1,0,0,"V2 TRAV NW ON SMEATON RD, V2 HAS FAILED TO ADJUST SPEED AND C/WITH THE REAR OF V1 (CAS1). V1 HAS SHUNTER FORWERD INTO THE REAR OF V3.",356867,172219,MCYC
2336,191907125,2019/08/26 23:00:00+00,1908,3,Slight,J,Turning movement ¿ unidentified priority,2,4,0,0,0,0,0,"V1 (CAS1 CAS3) TARV NE ON THICKETT AV, V1 HAS MADE A L/TURN ONTO LEDBURY RD. V2 (CAS2 CAS4) TRAV SE ON LEDBURY RD, V2 HAS CROSSED THE CENTRAL LINE TO MOVE AROUND PARKED VEHICLE AND C/WITH ONCOMING V1.",364234,175761,CARS
2337,191907128,2019/11/27 00:00:00+00,1420,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 (CAS1) TARV N ON HENLEAZE RD IN OUTSIDE LN. V2 TARV N ON HENLEAZE RD IN INSIDE LN. V2 HAS SWERVED TO AVOID UNRECORDED VEHICLE AND STRUCK V1.,357925,177156,CARS
2338,191907151,2019/11/26 00:00:00+00,1630,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,CAS1(PED) STEPPED OUT INTO CARRIAGEWAY ON SANDY PARK RD AND WAS STRUCK BY PASSING V1 TRAV SE AT J/W WICK RD. V1 DID STOP BUT FAILED TO GIVE DETAILS.,361728,171341,A
2339,191907194,2019/11/28 00:00:00+00,1745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"R1(PCYC) TRAV S ON A38 GLOUCESTER RD WHEN V2 EMERGED FROM FILTON AV TO JOIN CARRIAGEWAY,  ACROSS THE PATH OF R1. V2 F.T.S AND MADE OFF.",359456,176611,CYC
2340,191907205,2019/12/01 00:00:00+00,1045,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,CAS1(PED) STEPPED OUT INTO CARRIAGEWAY AND WAS STUCK BY EASTBOUND PASSING V1. CAS1 SUSTAINED MINOR INJURIES.,357307,175795,A
2341,191907215,2019/11/27 00:00:00+00,1825,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV S.W. ON FILTON AV WHEN V2, TURNING RIGHT, EMERGED FROM BERRY LANE, N.E.BOUND, ACROSS THE PATH OF AND COLL/W PASSING V1. D2 F.T.S AND MADE OFF.",359891,176948,CYC
2342,191907219,2019/12/02 00:00:00+00,930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 REVERSING WESTBOUND ON SYLVIA AVENUE COLLIDES WITH CAS1(PED). V1 FAILED TO PROVIDE DETAILS (DUBIOUS ACC DESCRIPTION).,359684,171026,A
2343,191907224,2019/11/25 00:00:00+00,725,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,"V1 TRAV N ON PEN PARK RD WHEN CAS1(CHILD PED) ATTEMPTS TO USE PED CROSSING AND IS STRUCK BY PASSING V1. CAS1 SUSTAINS SERIOUS INJURIES. V1'S VIEW MAY HAVE BEEN OBSCURED DUE TO RAINFALL AND TIME OF ACC. (ACC MOVED FROM E, 358810 N, 178798).",358796,178792,C
2344,191905684,2019/09/22 23:00:00+00,720,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1, TRAV NORTH ON FALCONDALE RD, BEGAN TO ENTER RDABT AND COLL/W THE REAR OF V2(PCYC)/CAS1, WTG TO ENTER RDABT. RIDER BECAME UNSEATED.",357206,179143,CYC
2345,191905722,2019/09/20 23:00:00+00,850,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"R1(PCYC) TRAV E ON FISHPONDS RD WHEN IT COLLIDED INTO THE PATH OF V2(TAXI) WHO MADE U-TURN AT J APPROACH. V2 F.T.S AND MADE OFF. (DUBIOUS ACC LOCATION, ACC MOVED FROM E, 514733 N, 175059).",361725,175072,CYC
2346,191905729,2019/09/23 23:00:00+00,1230,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,"V1 ON STURMINSTER RD WTG TO ENTER RDABT WHEN V2, APPROACHING FROM BEHIND, COLL/W ITS REAR. (ACC MOVED FR E361573 N170097).",361360,169837,CARS
2347,191905740,2019/09/23 23:00:00+00,2035,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 TRAV S ON NEWQUAY RD WHEN V2(PCYC)/CAS1, EASTBOUND AND CROSSING STRAIGHT OVER AT JUNCTION, EMERGED FROM COSSINGTON RD, ACROSS THE PATH OF AND COLL/W PASSING V1. RIDER BECAME UNSEATED. V2 NOT DIPLAYING LIGHTS.",359845,169933,CYC
2348,191905838,2019/09/27 23:00:00+00,900,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"R1(PCYC) TRAV SOUTH ON A38 WHEN V2 MADE R.H TURN ONTO PRINCES PLACE INTO PATH OF AND COLLIDED WITH R1. R1 BECAME UNSEATED. (ACC MOVED FROM E, 359152 N, 175602).",359088,175418,CYC
2349,191905842,2019/09/26 23:00:00+00,2145,3,Slight,J2,Turning Movement from minor road,2,4,0,0,0,0,0,"V1 TRAV S ON ASHLEY HILL WHEN V2 EMERGED INTO C/WAY ON A R.H TURN FROM MILVERTON RD. V2 F.T.S AND MADE OFF. (ACC MOVED FROM E, 359823 N, 174643). (DUBIOUS ACC LOC AND DESCRIPTION).",359809,174687,CARS
2350,191905849,2019/09/25 23:00:00+00,2010,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV S ON ST PHILLIPS CAUSEWAY WAS STOPPED IN STATIONARY TRAFFIC WHEN V2, TRAV BEHIND COLLIDED WITH ITS REAR.",361086,171690,CARS
2351,191905852,2019/09/29 23:00:00+00,1545,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED) STEPPED OUT BEHIND MASKES VEHICLE INTO CARRIAGWAY ON EASTON ROAD WHEN IT WAS STRUCK BY PASSING MV1, TRAV NE BOUND. (CAS1 WAS FLUNG INTO AIR).",360683,173737,A
2352,191905871,2019/09/15 23:00:00+00,845,3,Slight,NONE,Other,2,1,0,1,0,0,0,"V2(PCYC)/CAS1 TRAV S.W. ON SOUTHMEAD RD WHEN IT COLLIDED WITH OPEN PASSENGER DOOR OF V2, WTG AT A.T.S. RIDER BECAME UNSEATED. D1 MADE OFF AND F.T.S. (ACC MOVED FROM E, 358550 N, 177699).",358608,177743,CYC
2353,191905910,2019/09/28 23:00:00+00,2135,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAV WEST ON ANCHOR RD WHEN V2(PCYC)/CAS1 EMERGED ON RDABT AND COLL/W V1. (V.POOR ACC DESCRIPTION; DUBIOUS ACC LOCATION),358234,172572,CYC
2354,191905961,2019/05/10 23:00:00+00,835,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV S.E., DOWNHILL, ON ELM LANE WHEN RIDER LOST CONTROL AND COLLIDED WITH ONCOMING V2. (SLIPPERY ROAD SURFACE MAY HAVE CAUSED LC)",357730,174812,CYC
2355,191906008,2019/10/02 23:00:00+00,1245,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,"V1 TRAV WEST ON BISHOP RD WHEN V2(ELEC PCYC)/CAS1, TRAV NORTH AND GOING STRAIGHT OVER AT JUNCTION, EMERGED FROM MANOR RD, ACROSS THE PATH OF AND COLL/W PASSING V1.",359086,175749,CYC
2356,191906015,2019/09/21 23:00:00+00,109,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1(PCYC)/CAS1 TRAV S.W. ON PARK ROAD WHEN PARKED V2 PULLED OUT FROM N/SIDE KERB INTO THE PATH OF AND COLLIDED WITH PASSING V1. RIDER BECAME UNSEATED. D2 MADE OFF AND F.T.S.,361802,176316,CYC
2357,191907263,2019/12/03 00:00:00+00,1500,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,R1(MCYC) TRAV AT SPEED E ON HOTWELL RD WHEN IT REACHED THE BEND APPROACHING CABOT WAY IT COLLIDED WITH THE CENTRAL RESERVATION BARRIER.,356755,172511,MCYC
2358,191907275,2019/09/26 23:00:00+00,1816,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1(PED) CROSSING OVER C/WAY OF PARK STREET WHEN PASSING V1, TRAV S.E. DOWNHILL, COLLIDED WITH CAS1. (V.POOR ACC DESCRIPTION, NO OTHER DETS.)",358293,172910,A
2359,191907278,2019/08/11 23:00:00+00,1440,2,Serious,NT,Nose to Tail,2,2,0,0,0,0,0,"V1 TRAV SW BOUND IN LANE 3/4 ON M5 WHEN V2, TAILING BEHIND HAS COLLIDED WITH ITS REAR.",352820,177930,CARS
2360,191907281,2019/12/04 00:00:00+00,1650,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,R1(PCYC) TRAV E ON LAWRENCE HILL WHEN V2 EMERGED ACROSS THE PATH OF AND COLLIDED WITH R1. R1 BECAME UNSEATED.,360633,173411,CYC
2361,191907295,2019/12/05 00:00:00+00,810,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,R1(PCYC) TRAV E ON HENGROVE WAY R-A-B WHEN V2 PULLED ACROSS THE PATH OF AND COLLIDED WITH R1.,358701,168594,CYC
2362,191907297,2019/09/18 23:00:00+00,815,2,Serious,O,Overtaking,2,1,0,0,1,0,0,R2(MCYC) TRAV S ON M32 IN LANE 2/2 WHEN V1 HAS EMERGED ACROSS THE PATH OF R2 CAUSING A COLLISION.,361184,175720,MCYC
2363,191907298,2019/12/05 00:00:00+00,1625,3,Slight,A,Adult pedestrian,1,2,1,1,0,0,0,CAS2(PED) STEPPED OUT INTO CARRIAGEWAY ON REDLAND GROVE WHEN IT WAS STRUCK BY PASSING R1(PCYC) TRAV NORTHBOUND).,358455,174463,A
2364,191907300,2019/12/05 00:00:00+00,1805,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V2 CROSSED CENTRELINE OF C/WAY AND COLLIDED WITH ONCOMING V1(PCYC)/CAS1. DRIVER MADE OFF AND F.T.S. (V.POOR ACC DESCRIPTION; DUBIOUS ACC LOCATION),359195,172603,CYC
2365,191907319,2019/12/06 00:00:00+00,1632,3,Slight,O,Overtaking,2,1,0,0,0,0,0,V2 TRAV SE ON THRISSELL ST ALLEGEDLEY AT SPEED WHEN IT COLLIDED INTO THE OPEN DOOR OF PARKED V1. D1 WAS KNOCKED OVER AND SUSTAINED MINOR INJURY. V2 F.T.S AND MADE OFF.,360208,173553,CARS
2366,191907320,2019/12/06 00:00:00+00,806,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,R1 AND V2 TRAV S ON A38 GLOUCESTER RD WHEN V2 EMERGED ACROSS THE PATH OF AND COLLIDED ON THE N/S WITH R1(PCYC) AT J WITH ZETLAND RD. V2 F.T.S AND MADE OFF.,358866,174785,CYC
2367,191907340,2019/11/18 00:00:00+00,1634,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V1 TRAV E ON ST JAMES ST WHEN IT COLLIDED WITH PASSING R2(PCYC) AT MINI R-A-B JNCT WITH MINA RD. R2 BECAME UNSEATED.,360109,174700,CYC
2368,191907370,2019/12/03 00:00:00+00,1850,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 TRAV E ON COTE LN WHEN IT MADE R.H TURN ONTO A4018 WESTBURY RD INTO THE PATH OF AND COLLIDED WITH PASSING R2(PCYC).,357287,176323,CYC
2369,191907374,2019/10/03 23:00:00+00,1155,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,CAS1(DVR ON FOOT) APPROACHED WTG V1 ON HILLSIDE RD AFTER D1 SOUNDED HORN TO PROVOKE CAS1. CAS1 APPROACHED V1 AND THE DVR INTENTIONALLY DROVE AT CAS1 SEVERAL TIMES AND DELIBERATELY STRUCK CAS1. D1 MADE OFF & F.T.S. (REPLOTTED E363153 N173357),363071,173435,A
2370,191907376,2019/12/09 00:00:00+00,320,3,Slight,O,Overtaking,2,1,0,0,0,0,0,"V1 TRAV E ON FISHPONDS RD WHEN V2, TRAV BEHIND ATTEMPTED TO OVERTAKE V1 AND COLLIDED ON THE O/S WITH V1. V2 F.T.S AND MADE OFF.",362994,175629,CARS
2371,191907377,2019/12/09 00:00:00+00,755,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,V1 MADE R.H. TURN FROM OAKMEAD PARK ONTO WELLS RD WHEN PASSING R2(PCYC) COLLIDED WITH IT ON THE O/S. V1'S WINDSCREEN DAMAGED. R2 FAILED TO GIVE FULL DETAILS.,360608,170891,CYC
2372,191907388,2019/12/10 00:00:00+00,1320,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,"R1(MCYC) STATIONARY ON QUEENS RD JNCT/W QUEENS AV WHEN V2 COLLIDED WITH ITS REAR. V2 F.T.S AND MADE OFF. (ACC MOVED FROM E, 357815 N, 173411 (DUBIOUS ACC DESCRIPTION AND LOCATION DETAILS).",357794,173403,MCYC
2373,191907393,2019/12/10 00:00:00+00,1700,3,Slight,O,Overtaking,2,1,0,1,0,0,0,R1(PCYC) TRAV S ON HORTON ST WHEN V2 ATTEMPTED TO OVERTAKE AND STRUCK R1.. V2 F.T.S AND MADE OFF. R1 BECAME UNSEATED. (DUBIOUS ACC LOCATION AND DESCRIPTION).,359890,173060,CYC
2374,191907394,2019/08/22 23:00:00+00,2237,2,Serious,J2,Turning Movement from minor road,3,1,0,0,0,0,0,V2 TRAV S ON BIRCHWOOD RD WHEN V1 EMERGED WESTBOUND FROM ST BRELADES GROVE. V2 HAS TAKEN EVASIVE ACTION AND COLLIDED WITH PARKED  V3. V2 THEN OVERTURNED. V1 NON-STOP VEHICLE NOT HIT.,362494,171927,CARS
2375,191903268,2019/05/13 23:00:00+00,1346,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,0,0,"V1 (CAS1 CAS2) TARV SW ON FALCONDALE RD, V1 HAS MADE A R/TURN ONTO CANFORD RD. V2 TARV NE ON CANFORD RD, V2 HAS MADE A R/TURN TO PARK AND C/WITH ONCOMING V1. V1 HAS FLED THE SCENE FAILING TO STOP",356936,177552,CARS
2376,191907498,2019/12/17 00:00:00+00,1325,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV NW ON YORK RD AT J/WITH WHITHOUSE RD, V1 HAS COME TO A FULL STOP AT RED ATL. V2 FOLLOWING BEHIND HAD FAILED TO ADJUST SPEED AND C/WITH THE REAR OF V1. V2 HAS FLED THE SCENE FAILING TO STOP",359141,171933,CARS
2377,191907653,2019/12/18 00:00:00+00,1815,2,Serious,NT,Nose to Tail,2,1,0,0,1,0,0,"V2 (MYCYLE) TRAV SW ON GLENFROME RD AT J/WITH WITH MULLER RD, V1 WAITING AT ATL BEHIND V2. V1 HAS PULLED FORWARD ON GREEN ATL AND C/WITH THE REAR OF V2. R2 HAS BECOME UNSEATED.",360761,175349,MCYC
2378,191906046,2019/10/02 23:00:00+00,1745,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V2 TARV NW ON MONKS PARK AV. V1 (CAS1) (CYCLE) TRAV N THROUGH HOSPITAL GROUNDS. V1 HAS ENTERED R/ABOUT AND BEEN STRUCK BY V2. R1 STATED D2 HAS BEEN USING MOBILE DEVICE AT THE TIME,359205,177891,CYC
2379,191906050,2019/10/02 23:00:00+00,2345,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,"V1 (CAS1) TARV SW ON SOUTH LIBERTY LANE, V1 HAS SWERVED TO AVOID ANIMAL IN THE C/WAY AND STRUCK A WALL.",357219,170396,CARS
2380,191906055,2019/10/02 23:00:00+00,1330,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV NW ON MILLPOND ST AND WTG TO ENTER M32 EXIT SLIP ROAD WHEN V2, APPROACHING FROM BEHIND, COLL/W ITS REAR.",360246,174331,CARS
2381,191906061,2019/10/04 23:00:00+00,1825,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV NE ON GLOUCESTER RD, V2 FOLLOWING BEHIND HAS FAILED TO ADJUST SPEED AND C/WITH THE REAR OF V1. D1 HAS SPOKEN TO D2, V2 HAS MADE OFF FAILING TO EXCHANGE DETAILS. D1 STATES THAT D2 SMELT OF ALCOHOL",359263,175981,CARS
2382,191906073,2019/10/05 23:00:00+00,1145,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV E ON CANFORD LANE AND CROSSING STRAIGHT OVER JCTN AT A.T.S. WHEN ONCOMING V2, TURNING RIGHT, COLL/W IT MID-JUNCTION. D2 MADE OFF FAILING TO STOP.",356917,177300,CYC
2383,191907283,2019/12/04 00:00:00+00,1825,3,Slight,NONE,Other,2,1,0,1,0,0,0,V1 (CYCLE) (CAS1) TARV S ON CANNON STREET. V2 TARV N ON EAST ST. VEHICLES HAVE COLLIDED WITH EACH OTHER. D2 MADE OFF AND F.T.S. (NO OTHER DETS; V.POOR ACC DESCRIPTN),358343,171482,CYC
2384,191907408,2019/12/04 00:00:00+00,2204,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,"V1 TRAV NORTH ON COBDEN ST WHEN CAS1(INTOXICATED ELDERLY PED) STEPPED OUT ONTO THE C/WAY FROM PASSING V1'S NEARSIDE, INTO THE PATH OF AND COLLIDED WITH V1. (CAS1 WAS OBLIVIOUS TO WHAT HAD HAPPENED)",361003,173290,E
2385,191907416,2019/11/24 00:00:00+00,1830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TARV S ON BISHOPSWORTH RD WHEN IT COLL/W CAS1(DRIVER ON FOOT) STANDING IN C/WAY LOOKING INTO OWN VEHICLE. D1 MADE OFF AND F.T.S.,357431,169967,A
2386,191905302,2019/09/04 23:00:00+00,1035,3,Slight,O,Overtaking,2,1,0,1,0,0,0,V2 TRAV N ON VICTORIA ST WHEN IT COLLIDED WITH CAS1(PCYC) ON THE O/S. (DUBIOUS ACC DESCRIPTION).,359311,172627,CYC
2387,191905318,2019/09/05 23:00:00+00,2150,3,Slight,O,Overtaking,2,1,0,0,0,0,0,"V1(TAXI) TRAV N.E. ON JAMAICA STREET WHEN V2, FOLLOWING BEHIND, BEGAN OVERTAKING AND COLL/W REAR OF V1.",358963,173776,CARS
2388,191905394,2019/03/07 00:00:00+00,1329,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,"V1 TRAV SOUTH UPHILL ON NOVERS HILL WHEN V2(FORKLIFT TRUCK) EMERGED FROM SIDE ENTRANCE, INTO THE PATH OF AND COLLIDED WITH PASSING V1. (POOR ACC DESCRIPTION; DUBIOUS ACC LOCATION)",358401,170105,CARS
2389,191905412,2019/09/03 23:00:00+00,1330,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,"V3 TRAV S ON SUSEX PLACE WHEN IT COLLIDED INTO REAR OF V2  CAUSING A SHUNT INTO V1, STATIONARY AT TRAFFIC AHEAD.",359831,174609,CARS
2390,191905443,2019/09/12 23:00:00+00,715,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,"CAS1(ELDERLY PED) INJURED WHEN PASSING V1 COLLIDED WITH A TEMPORARY ROAD WORKS TRAFFIC SIGN, WHICH FELL OVER ONTO CAS1'S FOOT. DRIVER MADE OFF AND F.T.S. (V.POOR ACC DESCRIPTION; NO COORDS PROVIDED - DUBIOUS ACC. LOCATION)",361108,174334,E
2391,191905536,2019/09/16 23:00:00+00,1542,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,1,0,CAS1(PCYC) TRAV W ON LODGE CAUSEWAY WHEN V1 MADE R.H TURN ACROSS THE PATH OF AND COLLIDED WITH CAS1.,363874,174799,CYC
2392,191905554,2019/09/13 23:00:00+00,1030,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,R1(MCYC) TRAV E ON NELSON ST WHEN MV2 TRAV AHEAD STARTED REVERSING INTO THE PATH OF R1. R1 SUSTAINED MINOR INJURIES.,358880,173235,MCYC
2393,191905561,2019/09/09 23:00:00+00,550,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"R1(PCYC) TRAV W ON EASTGATE R-A-B  IN LANE 2/3 WHEN V2, IN LANE 1/3 BEEPED HORN AND CLIPPED R1'S ELBOW. V2 F.T.S AND MADE OFF.",361198,175229,CYC
2394,191905600,2019/09/19 23:00:00+00,630,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV NORTH ON AVON CRESCENT AND PASSING THROUGH SHORT ONE-WAY SECTION WHEN ONCOMING V2, TRAV SOUTH IN CONTRAVENTION OF NO ENTRY SIGN COLLIDED WITH V1. DRIVER F.T.S.",356996,172245,CYC
2395,191905606,2019/09/18 23:00:00+00,1715,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,V2 WAS TRAV SW ON QUEEN ANN RD AT J/W JARVIS RD WHEN IT MADE R.H TURN ACROSS THE PATH OF AND COLLIDED WITH ONCOMING R1(PCYC).,360763,172783,CYC
2396,191905792,2019/05/23 23:00:00+00,1543,2,Serious,J1,Turning Movement from major road,2,1,0,0,1,0,0,"V1 WAS TRAV E ON WHITLAND ROAD, .V001 ATTEMPTED TO MAKE R.H TURN AT JNCT/W VIGOR ROAD WHEN R2(MCYC) MANOEUVERED TO OVERTAKE V1. R2 COLLIDED WITH THE OFFSIDE CORNER OF  V1. (ACC MOVED FROM E, 357971 N, 168424). (C.F ADDED FOR VALIDATION ONLY).",357980,168455,MCYC
2397,191906679,2019/10/28 00:00:00+00,1200,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1(PCYC) TRAV W ON WHITEHALL RD AND PASSING PARKED VEHS. V2, TRAV BEHIND, ATTEMPTED TO O/TAKE IT AND COLL/W V1. R1 BECAME UNSEATED. V2 F.T.S & MADE OFF. (DUBIOUS ACC LOCATION)",361406,173785,CYC
2398,191906680,2019/10/30 00:00:00+00,1202,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 AND V2 TRAV W ON EASTON ROAD WHEN AN UNAMED V3  (WHITE BMW) PASSED A RED A.T.S ON EASTON WAY. THIS CAUSED A COLLISION BETWEEN V1 AND V2. UNNAMED V3 F.T.S AND MADE OFF.,360468,173638,CARS
2399,191906708,2019/10/30 00:00:00+00,930,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"R1(PCYC) WAS TRAV W ON SANDY PARK RD WHEN ONCOMING V2 MADE R.H TURN INTO HARROW RD, ACROSS THE PATH OF AND COLLIDED WITH R1. V2 F.T.S AND MADE OFF.",361545,171425,CYC
2400,191906711,2019/11/01 00:00:00+00,1220,3,Slight,NONE,Other,2,1,0,1,0,0,0,V1(PCYC)/CAS1 WTG AT A.T.S. ON HIGH STREET WHEN V2 REVERSED INTO IT. DRIVER THEN MADE OFF AND F.T.S. (POOR ACC. DESCRIPTION; DUBIOUS ACC. LOCATION),358939,172992,CYC
2401,191906902,2019/11/13 00:00:00+00,1503,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV SE ON UNITY STREET WHEN IT COLLIDED WITH CAS1(PED). V1 F.T.S AND MADE OFF. (DUBIOUS ACC DESCRIPTION).,359702,173025,A
